"ts","userid","sessionid","remote_ip","platform","sdk_ver","debug_device","user_agent","submit_time","name","custom_params__latitude","custom_params__time","custom_params__longitude","appid","type"
"1516787917621","634dc2c4a91ad49dfb9a4538bbee429d","8237766055390506132","117.246.52.100","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G610F Build/NRD90M)","01/24/2018 05:01:75","gameStart","13.05433","1.51678779894E9","80.25429","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516788527025","634dc2c4a91ad49dfb9a4538bbee429d","8237766055390506132","117.246.52.100","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G610F Build/NRD90M)","01/24/2018 05:01:52","gameStart","13.05433","1.51678779894E9","80.25429","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516789092212","634dc2c4a91ad49dfb9a4538bbee429d","8237766055390506132","117.246.52.100","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G610F Build/NRD90M)","01/24/2018 05:01:85","gameStart","13.0545","1.516789004972E9","80.25404","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516789965835","634dc2c4a91ad49dfb9a4538bbee429d","8237766055390506132","117.246.52.100","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G610F Build/NRD90M)","01/24/2018 05:01:76","gameStart","13.05247","1.516789958605E9","80.25496","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516710949466","c092d6dc9e0b24eb194d284ab724b7e9","8643681834082010836","157.50.15.63","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:90","gameStart","13.04802","1.516710902658E9","80.10814","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516807946576","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.15.63","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:37","gameStart","13.04992","1.516807945597E9","80.10649","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516808109275","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.15.63","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:37","gameStart","13.04713","1.516808108902E9","80.10902","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516808773929","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.0.158","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:78","gameStart","13.04713","1.516808772984E9","80.10902","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516808874100","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.0.158","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:78","gameStart","13.04713","1.516808797745E9","80.10902","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516808773929","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.0.158","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:05","gameStart","13.04713","1.516808772984E9","80.10902","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516808874100","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.0.158","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:05","gameStart","13.04713","1.516808797745E9","80.10902","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
"1516809186542","c092d6dc9e0b24eb194d284ab724b7e9","6615239434068430135","157.50.0.158","AndroidPlayer","u5.6.3p4","False","Dalvik/2.1.0 (Linux; U; Android 6.0; BLN-L22 Build/HONORBLN-L22)","01/24/2018 10:01:34","gameStart","13.04713","1.516809174333E9","80.10902","cac03437-6ed3-497d-9a83-9da5319aeaba","custom"
